"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"fluids Figures 5A and 5B, which may hinder bleeding and enhance'","coagulation 86. In PC method, the opposite occurs and blood comes'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"coagulation 86. In PC method, the opposite occurs and blood comes'","out directly as it does not meet prior collected fluids.'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"out directly as it does not meet prior collected fluids.'","8- Bloodshed during cupping therapy is of capillary origin based'","-25.42","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"8- Bloodshed during cupping therapy is of capillary origin based'","on the superficial nature of skin lacerations during cupping therapy'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"on the superficial nature of skin lacerations during cupping therapy'","Figures 5A and 5B. Depth of skin puncturing in cupping therapy'","-25.42","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"Figures 5A and 5B. Depth of skin puncturing in cupping therapy'","is few millimeters 36 unless a superficial vein is injured cupping'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"is few millimeters 36 unless a superficial vein is injured cupping'","malpractice. Based on that, capillary bloodshed during cupping'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"malpractice. Based on that, capillary bloodshed during cupping'","therapy may help in improving capillary microcirculation, draining'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"therapy may help in improving capillary microcirculation, draining'","metabolic byproducts and relieving degree of congestion in congested'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"metabolic byproducts and relieving degree of congestion in congested'","capillaries.'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillaries.'","D- 3 rd step of wet cupping therapy 2 nd cupping'","-25.42","0","0.0","0","1","0","1","0","0","0","0","0","1",""
"D- 3 rd step of wet cupping therapy 2 nd cupping'","1- In the CPC method, when second vacuum pressure is applied'","-29.42","271","0.0","0","0","0","0","0","0","0","0","0","1",""
"1- In the CPC method, when second vacuum pressure is applied'","during cupping therapy negative suction pressure=suction force,'","-1.26","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"during cupping therapy negative suction pressure=suction force,'","collected fluids are mixed with blood inside skin uplifting then the'","2.74","-271","0.0","1","0","1","0","0","0","0","0","0","1",""
"collected fluids are mixed with blood inside skin uplifting then the'","mixture is sucked to outside the skin. Contact of blood with collected'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"mixture is sucked to outside the skin. Contact of blood with collected'","tissue fluids just beneath skin surface may slow down the speed of'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"tissue fluids just beneath skin surface may slow down the speed of'","blood flow and may stimulate the coagulation pathway Figures 5A and'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"blood flow and may stimulate the coagulation pathway Figures 5A and'","5B and allow time for thrombin formation 86. Filtered fluids then'","-25.42","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"5B and allow time for thrombin formation 86. Filtered fluids then'","replace extruded fluids soon in the interstitial spaces then become'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"replace extruded fluids soon in the interstitial spaces then become'","excreted. In the PC method, application of second vacuum pressure'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"excreted. In the PC method, application of second vacuum pressure'","sucks traumatic blood and enhances bleeding as vacuum pressure'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"sucks traumatic blood and enhances bleeding as vacuum pressure'","removes blood rapidly, removes formed clots and hinders thrombus'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"removes blood rapidly, removes formed clots and hinders thrombus'","formation. Lack of prior collection of tissue fluids and filtered fluids in'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"formation. Lack of prior collection of tissue fluids and filtered fluids in'","the PC method does not slow down the speed of blood flow Figures'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the PC method does not slow down the speed of blood flow Figures'","6A-6D. Blood loss in this cupping step may be much more in the PC'","-25.42","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"6A-6D. Blood loss in this cupping step may be much more in the PC'","method than in the CPC method of wet cupping therapy PC has a high'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"method than in the CPC method of wet cupping therapy PC has a high'","blood letting effect.'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"blood letting effect.'","2- In the PC method, puncture sites are usually tapped to draw'","-25.42","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"2- In the PC method, puncture sites are usually tapped to draw'","blood out 6. In the CPC method, 2 nd cupping suctioning is enough'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"blood out 6. In the CPC method, 2 nd cupping suctioning is enough'","to excrete collected fluids inside skin uplifting no need for tapping'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"to excrete collected fluids inside skin uplifting no need for tapping'","puncture sites Figures 6A-6D.'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"puncture sites Figures 6A-6D.'","3- When second vacuum pressure is applied during cupping'","-34.84","271","0.0","1","1","0","0","0","0","0","0","0","1",""
"3- When second vacuum pressure is applied during cupping'","therapy, traction forces lead to increased capillary permeability.'","-5.26","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"therapy, traction forces lead to increased capillary permeability.'","Observations of Shirley et al. that intravenous infusion of albumin'","-5.26","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Observations of Shirley et al. that intravenous infusion of albumin'","caused capillary distension and increases maximally the porosity of the'","-5.26","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"caused capillary distension and increases maximally the porosity of the'","capillaries led to the conclusion that capillary pores can be stretched'","-5.26","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillaries led to the conclusion that capillary pores can be stretched'","i.e. capillary pores are not rigid structures 87. Based on that, negative'","-5.26","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"i.e. capillary pores are not rigid structures 87. Based on that, negative'","pressure suctioning in cupping therapy may stretch capillary pores and'","-5.26","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"pressure suctioning in cupping therapy may stretch capillary pores and'","enhance fluid filtration and capillary blood clearance especially during'","-5.26","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"enhance fluid filtration and capillary blood clearance especially during'","the 1 st capillary reaction to skin puncturing about 10 minutes 81,82.'","-5.26","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the 1 st capillary reaction to skin puncturing about 10 minutes 81,82.'","4- In the CPC method, when second vacuum pressure is applied'","4.16","-271","0.0","1","1","0","0","0","0","0","0","0","1",""
"4- In the CPC method, when second vacuum pressure is applied'","during cupping therapy; negative suction pressure suction force and'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"during cupping therapy; negative suction pressure suction force and'","Altern Integ Med'","1.0","5","-1.0","0","0","0","0","0","1","0","0","0","1",""
"Altern Integ Med'","Volume 2 • Issue 3 • 1000111'","-1.26","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Volume 2 • Issue 3 • 1000111'","ISSN:2327-5162 AIM, an open access journal'","-1.26","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Citation: El Sayed SM, Mahmoud HS, Nabo MMH 2013 Methods of Wet Cupping Therapy Al-Hijamah: In Light of Modern Medicine and Prophetic'","Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","-20.67","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","Page 10 of 16'","-20.67","0","1.0","0","0","0","1","1","1","0","0","0","1",""
"Page 10 of 16'","filtration force is transmitted through skin punctures to be added to'","170.0","-34","0.0","0","0","1","0","1","0","0","0","0","1",""
"filtration force is transmitted through skin punctures to be added to'","the capillary hydrostatic pressure filtration force leading to increased'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the capillary hydrostatic pressure filtration force leading to increased'","fluid filtration from intravascular spaces at arterial end of capillaries to'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluid filtration from intravascular spaces at arterial end of capillaries to'","interstitial spaces and increased formation of tissue fluids causing more'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"interstitial spaces and increased formation of tissue fluids causing more'","clearance of blood inside capillaries that causes more skin uplifting. In'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"clearance of blood inside capillaries that causes more skin uplifting. In'","the PC method, tissue adhesions, bleeding and interstitial fluids may'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the PC method, tissue adhesions, bleeding and interstitial fluids may'","partially antagonize the transmission of negative pressure from inside'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"partially antagonize the transmission of negative pressure from inside'","cups to around capillaries Figures 6A-6D. This may decrease filtration'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"cups to around capillaries Figures 6A-6D. This may decrease filtration'","force at skin capillaries decreased blood clearance.'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"force at skin capillaries decreased blood clearance.'","5- In the CPC method, skin uplifting is already formed before'","-53.67","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"5- In the CPC method, skin uplifting is already formed before'","puncture step. So, when second vacuum pressure is applied during'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"puncture step. So, when second vacuum pressure is applied during'","cupping therapy for 10 minutes Figure 4; continuously filtered'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"cupping therapy for 10 minutes Figure 4; continuously filtered'","fluids mixed with some traumatic blood inside skin uplifting is'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluids mixed with some traumatic blood inside skin uplifting is'","continuously removed high blood clearance effect during this whole'","-53.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"continuously removed high blood clearance effect during this whole'","time period about 10 minutes. Continuous evacuation then filling of'","-153.33","271","0.0","1","0","1","0","0","0","0","0","0","1",""
